# x0 x1
-5.360356 -7.876788
-7.579845 -4.026772
1.173173 0.206504
-7.246747 7.710211
8.252563 -3.339283
-5.899056 5.914273
-8.497295 -1.401045
-0.087867 4.414651
-10.808720 -3.312736
-1.768533 -2.942484
-6.897233 -9.168522
7.945559 9.961722
-4.147344 5.659227
7.559320 9.599039
-5.191097 9.867043
8.189377 8.064791
9.549198 -3.003732
9.657729 -1.119882
9.954550 -2.722995
-7.641554 7.374923
0.339391 0.348168
5.852255 9.639313
-5.941101 -6.858033
-9.902661 -1.696351
-6.498883 -10.296737
-7.651404 -7.367872
9.558584 -1.977129
-2.705080 -0.184427
7.578157 7.972316
-3.570815 -3.727211
-3.778372 4.318862
6.335560 9.974925
10.004905 -2.717002
2.727685 0.079114
9.315266 0.931467
6.978263 10.027453
-9.215437 -10.222881
-3.866793 4.343831
-5.004835 -9.385655
8.309095 -0.573870
-1.412213 -0.940023
1.356405 2.302856
2.703768 5.564184
-6.093693 -2.814386
-9.403542 -9.249169
-6.846611 -10.200624
-6.246792 -11.289655
-7.224238 -8.258650
0.075826 5.136382
5.244121 6.458382
-6.064265 -4.025733
4.656356 4.521423
-6.251189 -9.582799
1.651049 0.544649
6.686319 8.550122
-7.557853 -4.980179
-5.364368 -6.530074
0.160798 4.887824
2.458786 4.547719
0.430151 3.350870
1.782095 0.543520
-7.617780 -4.296219
-4.150425 3.730318
8.129310 10.018371
10.116609 -1.162999
1.810227 4.034663
-8.403199 -2.514632
-0.119801 6.002537
-6.919844 6.392940
-1.698522 -3.166954
-6.793127 -5.286092
8.796838 -1.510523
-7.731054 8.753369
7.756524 7.791506
-8.077349 -9.497574
-3.041812 4.358290
-2.086567 -2.160928
1.675668 -0.107045
2.028499 0.496862
-3.419372 -2.908989
-9.296376 -10.192327
8.665434 -1.936708
-7.912196 -3.003120
8.438590 0.171106
-4.424159 3.971986
9.688775 -0.709383
0.022999 4.089445
9.327019 -3.059471
-4.111779 2.943331
5.784409 8.866981
-9.453336 -9.330135
-8.838113 -8.380442
7.007172 8.459574
-7.008994 -8.049004
-7.507106 8.572131
-9.279764 -10.003914
-1.137421 5.065772
8.582018 -2.527471
12.207094 1.252111
-10.681144 -2.596530
8.912355 -2.483347
7.577085 10.015215
-5.222164 -9.017143
9.491399 9.132665
5.794292 9.128600
0.303178 -1.723393
-11.522280 -1.655220
-2.576138 -3.220380
-1.022477 4.615950
8.285740 8.585041
9.087449 -1.531132
-8.778832 -1.377457
-3.611204 2.471955
-1.879856 -1.714616
7.636154 -2.226307
-5.133676 1.860158
1.775100 4.022601
1.901657 0.360091
7.991120 9.698397
8.722321 -1.775709
-9.973669 -4.110869
-0.949409 -1.140857
8.758429 -1.618529
8.926445 9.575364
-8.166560 -7.917119
7.786642 8.003584
-3.295551 4.814672
1.940691 -1.345162
1.424510 2.993201
8.423031 8.859996
-4.524046 -5.923852
7.454835 10.262510
-8.207397 -10.459377
-9.167416 -1.796889
7.286204 8.375151
8.419282 -3.620321
-5.424864 -8.415234
0.994006 2.946541
-9.880449 -2.365465
10.652012 2.127950
4.257179 4.469792
-4.858428 3.340998
-3.294481 3.669328
-8.418627 -10.389128
2.479688 -1.984559
0.380737 4.097395
9.600032 8.738013
-8.557194 -7.495591
9.026003 -2.098446
-6.003043 6.501655
0.146955 3.253683
1.679600 0.711951
8.189460 -2.632157
-1.016142 3.464943
-7.659856 -8.940260
-5.408650 -8.439088
-11.204590 -0.898786
7.346849 7.629511
-8.360931 8.945280
-8.374669 -3.620167
-10.857267 -1.005385
-5.367239 -8.348405
9.703951 -2.743939
0.720694 0.963884
-8.097004 -7.337057
-8.088719 -8.709636
1.264810 3.631120
-5.545538 -3.224871
7.082166 10.591540
-8.924981 -3.045632
-11.936667 -1.478139
-6.122134 -7.657786
-7.821217 6.179616
-6.765313 -8.619198
6.450173 8.748357
10.032082 0.177708
-8.937261 -8.243953
8.404967 2.040613
9.946728 -1.003099
0.860330 0.547661
0.305904 4.140315
5.822930 8.869072
-2.014105 -2.474607
8.775101 -2.300075
9.571757 -3.144293
8.362947 7.221921
1.237401 0.028498
-6.726895 9.382662
-2.719795 -1.892444
-6.274497 -10.279384
-2.059506 -0.368529
7.986041 9.276781
-4.083917 4.229873
9.553223 0.285467
-7.773034 -9.771263
-7.387718 9.150826
0.712971 1.190738
-0.011646 3.427016
-8.648294 7.391800
9.722312 -0.428232
-5.378594 -8.755738
-7.058259 7.230548
-2.861630 4.282519
0.304913 0.284558
3.517072 3.560043
-8.593932 9.150702
-10.296181 -2.431981
-6.124866 -5.141167
-4.043476 3.172776
-6.041658 -7.595821
4.932131 8.042883
-7.430358 -7.641305
-5.629897 -8.952131
-0.045335 1.164656
6.739918 6.686822
9.610949 0.921187
-0.036883 4.269552
6.210598 8.559661
-4.538628 1.691746
-8.057512 -3.570614
8.198861 10.008962
2.293119 -1.005240
-6.753447 -9.056512
0.696549 4.976326
8.450630 -0.507530
2.063229 4.087414
8.992161 2.245887
-4.700948 5.319216
-0.294403 3.820368
11.525569 -0.876372
7.109875 8.753820
-0.025207 5.157909
8.761023 8.510011
8.431807 2.019983
-7.485668 -2.955346
-1.351673 2.419872
-9.958496 -1.584895
7.356722 -4.653028
-7.836859 -1.868537
0.412140 0.082250
8.532445 -3.086441
-1.804870 3.537783
7.339904 7.017296
-5.328004 -8.233638
4.335950 8.035924
7.922730 -3.135105
-2.632064 -2.485627
-6.274011 8.966489
-5.156473 -3.924618
7.101977 11.796774
2.195397 3.977628
1.696266 4.302809
-2.129180 -2.153651
-7.545282 -8.931355
0.542503 1.106544
-8.928582 -2.579546
7.864867 0.462413
-6.728695 -5.876738
0.068813 -0.850302
8.460065 0.686362
4.041175 3.759525
-6.446095 -3.668136
-7.077456 8.472909
9.721811 -2.498865
-9.749925 -8.787435
8.891253 9.484435
6.117498 8.337658
-6.301256 -10.643497
9.514724 0.642749
-3.017024 -2.447695
8.491574 0.004035
-10.172748 -1.531442
2.263177 2.731736
-0.061561 3.380444
-6.591621 7.641590
-0.507220 -2.960662
-4.604658 3.828093
9.378162 -3.209898
8.677096 -3.771433
7.805321 -0.641064
-7.616613 -2.417711
8.217777 -2.539805
8.542930 -3.344681
-3.454104 3.896570
7.421023 -2.562803
10.111808 6.999732
7.813370 9.201077
9.240444 -0.883659
6.357003 9.004322
-8.549146 -3.616749
-6.880042 -9.580710
8.718785 -0.690711
-2.788890 -2.584072
7.907731 1.171031
2.874066 1.104133
-2.095706 4.930869
-9.828880 -9.009014
-6.958064 7.012384
-4.697120 4.375549
-6.413372 7.985345
-0.928428 3.415142
7.725190 -2.707178
-6.424599 -8.439995
-5.834483 -6.678118
-8.835830 -3.009451
8.329116 1.831116
7.093017 9.746209
0.922651 4.633065
-8.468633 -4.416568
0.987448 3.399200
-7.606653 8.395897
0.419768 4.795752
0.763510 3.981359
-6.435722 -6.334640
-2.742302 -2.679485
8.932379 -3.152249
9.233474 2.182215
-9.954702 -0.628003
-5.916597 -10.598918
-11.317788 -1.925756
-8.197719 -9.444887
9.643860 -4.114252
-5.893520 -8.779232
2.310652 3.207680
-6.425811 -10.761621
7.019000 8.785634
9.112924 6.461816
-8.611449 -10.319121
-8.457192 -3.498615
