46.375785	-8.440532
52.257017	-14.516736
55.853194	-19.366108
45.817041	-7.236726
49.768985	-3.081592
52.361991	-17.045705
60.712927	-5.673881
50.683674	-10.000127
49.692954	-11.030626
58.314588	-2.204067
53.008909	-11.012210
54.743943	-10.850877
49.606314	-19.491842
37.556959	-3.961724
46.627346	-15.343574
36.685553	-14.903967
48.221580	-5.832666
51.482723	-11.507924
52.282119	-13.394462
56.021410	-13.924816
47.622305	0.714774
49.710459	-18.031802
51.389315	-13.196091
44.324815	-4.477245
53.046014	-5.602237
51.805127	-10.154370
46.217263	-11.488480
53.717402	-10.245826
41.752476	-2.167451
51.754655	-17.006379
50.580799	7.813396
54.768379	-9.540609
42.005630	-7.796557
53.821197	-5.041480
49.173839	-10.416750
45.707127	-4.605634
47.676662	-5.898737
44.591707	-26.657360
56.542135	-14.480498
56.766917	-11.213665
52.143950	-9.514956
48.471483	-11.974574
49.106826	-18.228500
48.158206	-4.969187
47.722472	-16.496625
62.595664	-12.258091
58.299981	-14.857113
41.176250	-16.719725
53.786777	-14.911774
53.067687	-17.476331
51.056587	-13.036132
53.940271	-0.132788
55.950337	-14.183770
55.614519	-15.099294
50.175900	-15.140925
49.533149	-15.955718
53.709169	-12.030624
57.068268	-20.511988
56.789153	-5.433028
54.431753	-17.148153
49.740277	-18.415521
46.985776	-9.396919
45.953505	-16.577946
49.391387	-4.929204
44.874276	-18.279366
49.077492	-21.020462
58.361647	-9.204206
49.827930	-4.276928
55.633637	-18.794360
47.750704	-12.761051
55.655050	-6.521096
46.597996	-19.558449
49.685909	-14.015860
57.124430	-13.302078
52.607718	-12.617312
61.731375	-16.088440
44.276502	-19.470587
56.820256	-10.910856
51.792875	-10.017755
59.718827	-8.972443
48.441038	-4.927378
52.150737	-9.607964
51.573211	-13.487298
50.093763	-14.939491
50.167149	-13.161578
51.991038	-1.859506
57.674814	-7.022233
59.091630	-12.681492
55.470540	-10.599147
50.668862	-18.837035
45.054985	-15.395904
52.639329	-6.190713
60.129929	-7.770078
57.553730	-9.722865
47.618353	-20.717102
43.130276	-11.755137
52.913742	-9.456707
49.750286	-12.111888
47.567203	-19.481845
49.354303	-17.463758
54.330939	-22.945416
52.058592	-21.328596
44.906368	-11.033939
46.748960	-9.363031
39.253488	-17.595025
57.091513	-14.952951
66.937690	-6.793650
43.848084	-21.263523
60.677602	-4.919895
53.617786	-7.991888
62.116503	-11.661318
50.754414	-13.980057
50.229064	-13.520225
39.165471	-23.921634
59.055195	0.342052
51.839219	-13.068839
51.940038	-12.755285
53.527700	-9.938486
54.215622	-11.675592
48.383227	-17.014259
50.866643	-12.231804
58.502946	-18.352148
53.935612	-16.944179
47.484428	-13.778914
53.067545	-8.035856
47.680533	-19.692885
55.699212	-12.284531
50.144878	-15.173644
51.577491	-17.755584
55.985629	-9.100055
56.875563	-14.107308
52.820692	-16.276971
49.852538	-8.345002
49.130433	-3.519992
58.250576	-8.081501
41.764521	-8.570231
53.492831	-10.609720
52.552509	-10.134728
45.297974	-9.278583
53.807998	-16.221772
51.918659	-5.082957
48.523403	-14.796145
50.557160	-13.306898
54.474400	-11.061047
57.025884	-16.390140
47.877641	0.380893
52.846913	-6.165835
47.035608	-2.933399
50.283572	-10.728666
52.807872	-17.585613
61.592457	-11.907470
54.676249	-25.658364
42.385858	-5.217459
55.675081	-11.983101
54.093129	-7.498038
51.374842	-16.787544
54.862066	-11.775521
54.929570	-0.977556
48.573383	-9.219417
59.807792	-11.957069
44.045939	-15.323946
54.244047	-8.995104
40.290011	-23.301403
53.791948	-8.644340
54.437405	-6.993290
52.588750	-5.499757
52.587074	-2.440645
